,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,prev_minutes_per_match_1,prev_full_matches_played_1,prev_xg_performance_1,prev_npxg_performance_1,prev_xg_per_shot_1,prev_penalty_taker_1,prev_goals_per_90_1,prev_assists_per_90_1,prev_ga_per_90_1,prev_xg_per_90_1,prev_xa_per_90_1,prev_goals_1,prev_goals_2,main_pos,position_1,position_2,position_3,position_4
543,ENG-Premier League,2223,Arsenal,emile smith-rowe,1,2022,83,7230,S,12,132,0,0.3294837065041065,0,0.3294837065041065,2,1.042964968830347,4,6,0,0,0.7678957134485245,0.1702418066561222,5.0,1.0,58.42424242424242,21.42222222222222,4.63615220785141,4.63615220785141,0.13409619480371476,0.0,0.46680497925311204,0.09336099585062241,0.5601659751037344,0.25038708573307733,0.14158219417858545,10,0,4,0,0,0,1
1098,ENG-Premier League,2324,Arsenal,emile smith-rowe,1,2023,83,7230,M S,13,325,0,1.5201803892850876,0,1.5201803892850876,1,0.24036412686109543,15,4,0,0,3.7657799795269966,2.0563183277845383,2.0,1.0,11.0,1.4666666666666666,-0.3294837065041065,-0.3294837065041065,0.08237092662602663,0.0,0.0,1.3636363636363638,1.3636363636363638,0.22464798170734537,0.7111124787479639,0,10,2,0,1,0,0
1892,ENG-Premier League,2425,Fulham,emile smith-rowe,1,2024,228,7230,M S,34,2101,6,5.2616774663329124,6,5.2616774663329124,3,2.434781737625599,37,24,3,0,12.505846868269145,6.85691377799958,14.0,0.0,25.0,3.611111111111111,-1.5201803892850876,-1.5201803892850876,0.10134535928567251,0.0,0.0,0.27692307692307694,0.27692307692307694,0.42097303087894733,0.06656237359230335,0,0,2,0,1,0,0
2430,ENG-Premier League,2526,Fulham,emile smith-rowe,1,2025,228,7230,M S,11,176,1,0.831384526565671,1,0.831384526565671,0,0.18078146129846573,5,3,0,0,1.581049463711679,0.6316490722820163,9.0,0.0,61.794117647058826,23.344444444444445,0.7383225336670876,0.7383225336670876,0.1422074990900787,0.0,0.25702046644455023,0.12851023322227512,0.38553069966682535,0.2253931327796107,0.10429812298253398,6,0,2,0,1,0,0
35,ENG-Premier League,2122,Aston Villa,emiliano buendía,1,2021,71,2203,F M S,35,1907,4,3.0539291193708777,4,3.0539291193708777,6,4.653005113825202,44,47,1,0,10.573566023260355,5.318296255543828,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
571,ENG-Premier League,2223,Aston Villa,emiliano buendía,1,2022,71,2203,F M S,38,2446,5,5.6266536470502615,5,5.6266536470502615,2,4.373138631694019,49,40,0,0,15.272164912894368,7.626095078885555,14.0,0.0,54.48571428571429,21.18888888888889,0.9460708806291223,0.9460708806291223,0.06940747998570176,0.0,0.18877818563188253,0.2831672784478238,0.47194546407970633,0.14412879955080177,0.21959646578094816,4,0,3,0,0,1,0
1692,ENG-Premier League,2425,Aston Villa,emiliano buendía,1,2024,71,2203,S,12,48,0,0.8230422083288431,0,0.8230422083288431,0,0.046822335571050644,5,1,1,0,0.956121938303113,0.21528583765029907,4.0,1.0,64.36842105263158,27.177777777777777,-0.6266536470502615,-0.6266536470502615,0.11482966626633187,0.0,0.1839738348323794,0.07358953393295176,0.25756336876533115,0.207031409744286,0.1609086168652746,5,4,4,0,0,0,1
2250,ENG-Premier League,2526,Aston Villa,emiliano buendía,1,2025,71,2203,M S,9,428,3,1.238245657645166,3,1.238245657645166,2,1.1620461903512478,15,9,2,0,1.8525667674839497,0.5036918222904205,2.0,1.0,4.0,0.5333333333333333,-0.8230422083288431,-0.8230422083288431,0.16460844166576863,0.0,0.0,0.0,0.0,1.5432041406165808,0.08779187919571996,0,5,2,0,1,0,0
596,ENG-Premier League,2223,Bournemouth,emiliano marcondes,1,2022,73,10745,S,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
36,ENG-Premier League,2122,Aston Villa,emiliano martinez,1,2021,71,4401,GK,36,3240,0,0.0,0,0.0,0,0.0,0,0,4,0,2.479881220497191,2.479881220497191,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
572,ENG-Premier League,2223,Aston Villa,emiliano martinez,1,2022,71,4401,GK,36,3143,0,0.0,0,0.0,0,0.1398649960756302,0,2,7,0,5.826399106532335,5.68653410859406,14.0,0.0,90.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1123,ENG-Premier League,2324,Aston Villa,emiliano martinez,1,2023,71,4401,GK,34,3022,0,0.0,0,0.0,0,0.018454523757100105,0,1,4,0,9.158851562067866,9.140397010371089,7.0,1.0,87.30555555555556,34.922222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004005042840218491,0,0,0,0,0,0,0
1693,ENG-Premier League,2425,Aston Villa,emiliano martinez,1,2024,71,4401,GK,37,3206,0,0.0,0,0.0,0,0.2820240408182144,0,2,5,1,6.555770194157958,6.273746121674776,4.0,1.0,88.88235294117646,33.577777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005496052740367338,0,0,0,0,0,0,0
2251,ENG-Premier League,2526,Aston Villa,emiliano martinez,1,2025,71,4401,GK,9,810,0,0.0,0,0.0,0,0.0,0,0,1,0,1.167368084192276,1.167368084192276,2.0,1.0,86.64864864864865,35.62222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007917081619974828,0,0,0,0,0,0,0
2199,ENG-Premier League,2425,Wolverhampton Wanderers,emmanuel agbadou,1,2024,229,10856,D,16,1414,1,0.69438168220222,1,0.69438168220222,0,0.18917815759778023,7,4,3,0,3.78240617364645,3.7525524757802486,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2650,ENG-Premier League,2526,Wolverhampton Wanderers,emmanuel agbadou,1,2025,229,10856,D S,8,553,0,0.2871334319934249,0,0.2871334319934249,0,0.08375301770865917,6,2,0,1,1.2105207778513432,1.0988803822547197,20.0,0.0,88.375,15.71111111111111,0.30561831779778004,0.30561831779778004,0.09919738317174571,0.0,0.06364922206506365,0.0,0.06364922206506365,0.044196853888401555,0.012041042562800723,1,0,1,1,0,0,0
465,ENG-Premier League,2122,Watford,emmanuel dennis,1,2021,90,9301,F M S,33,2612,10,7.006806670688093,10,7.006806670688093,6,3.959161562845111,60,33,7,1,12.345256780274212,4.416254226118326,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
951,ENG-Premier League,2223,Nottingham Forest,emmanuel dennis,1,2022,249,9301,F M S,19,705,2,1.5486181434243917,2,1.5486181434243917,2,0.5363962892442942,21,7,3,0,2.086062991991639,0.9663639571517706,21.0,0.0,79.15151515151516,29.022222222222222,2.9931933293119073,2.9931933293119073,0.11678011117813487,0.0,0.3445635528330781,0.20673813169984687,0.5513016845329249,0.24142902004668007,0.13641827743340734,10,0,3,0,0,1,0
1155,ENG-Premier League,2324,Bournemouth,enes ünal,1,2023,73,6219,F S,16,283,2,4.017524182796478,2,4.017524182796478,2,1.2090652771294117,23,5,1,0,3.646910510957241,0.7151226531714201,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1722,ENG-Premier League,2425,Bournemouth,enes ünal,1,2024,73,6219,F S,17,292,2,2.016992896795273,2,2.016992896795273,1,0.545154508203268,19,4,2,0,2.6258721854537725,0.9348652940243483,13.0,0.0,17.6875,3.1444444444444444,-2.0175241827964783,-2.0175241827964783,0.1746749644694121,0.0,0.6360424028268551,0.6360424028268551,1.2720848056537102,1.2776578673204348,0.38450839201995424,2,0,3,0,0,1,0
92,ENG-Premier League,2122,Brighton,enock mwepu,1,2021,220,9734,F M S,18,1009,2,1.999322835355997,2,1.999322835355997,4,1.5841594748198986,19,9,2,0,3.612422186881304,2.079986520111561,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
653,ENG-Premier League,2223,Brighton,enock mwepu,1,2022,220,9734,F M S,6,205,0,0.07667040079832077,0,0.07667040079832077,1,0.45226419530808926,2,3,0,0,1.0331942196935415,0.653810178861022,9.0,0.0,56.05555555555556,11.21111111111111,0.0006771646440029144,0.0006771646440029144,0.10522751765031564,0.0,0.178394449950446,0.356788899900892,0.5351833498513381,0.1783340487433496,0.1413026290721416,2,0,3,0,0,1,0
1638,ENG-Premier League,2324,Wolverhampton Wanderers,enso gonzález,1,2023,229,12047,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
683,ENG-Premier League,2223,Chelsea,enzo fernández,1,2022,80,11356,M,18,1559,0,0.6178922252729535,0,0.6178922252729535,2,2.1305470690131187,20,20,3,0,8.81558745726943,7.622973386198282,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1280,ENG-Premier League,2324,Chelsea,enzo fernández,1,2023,80,11356,M S,28,2237,3,6.147583088837564,2,4.62524542491883,2,3.5588307976722717,47,32,7,0,18.34273999929428,12.553447233512998,12.0,0.0,86.61111111111111,17.322222222222223,-0.6178922252729535,-0.6178922252729535,0.030894611263647676,0.0,0.0,0.11545862732520847,0.11545862732520847,0.03567049408246685,0.12299502002000044,0,0,2,0,1,0,0
1806,ENG-Premier League,2425,Chelsea,enzo fernández,1,2024,80,11356,M S,36,2941,6,6.1332164872437716,6,6.1332164872437716,7,7.737509123980999,53,77,8,0,20.848417054861784,10.725481959059834,6.0,1.0,79.89285714285714,24.855555555555554,-3.147583088837564,-2.6252454249188304,0.13079964018803328,1.0,0.1206973625391149,0.08046490835940993,0.20116227089852484,0.2473323549375864,0.14318049700067254,3,0,2,0,1,0,0
2364,ENG-Premier League,2526,Chelsea,enzo fernández,1,2025,80,11356,M,10,889,3,4.94063750654459,2,4.179468668997288,1,2.42340387403965,22,17,2,0,9.17838428914547,5.317462339997292,6.0,1.0,81.69444444444444,32.67777777777778,-0.13321648724377155,-0.13321648724377155,0.1157210657970523,0.0,0.18361101666099966,0.21421285277116628,0.39782386943216597,0.18768768577080566,0.23678198611298534,6,3,2,0,1,0,0
2589,ENG-Premier League,2526,Sunderland,enzo le fée,1,2025,77,8651,F M S,10,709,1,1.0113568007946014,0,0.2501879632472992,1,0.6149962656199932,6,9,1,0,2.139528449624777,1.7015699408948421,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
336,ENG-Premier League,2122,Manchester United,eric bailly,1,2021,89,1739,D S,4,220,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4261507987976074,0.4261507987976074,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2082,ENG-Premier League,2425,Nottingham Forest,eric da silva moreira,1,2024,249,12765,S,2,27,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
439,ENG-Premier League,2122,Tottenham,eric dier,1,2021,82,643,D,35,3071,0,1.5635330826044083,0,1.5635330826044083,0,1.3192516136914492,14,8,1,0,15.436223991215229,14.824242003262043,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1018,ENG-Premier League,2223,Tottenham,eric dier,1,2022,82,643,D S,33,2815,2,1.4715977106243372,2,1.4715977106243372,1,1.6204578075557947,17,7,4,0,11.746883509680629,11.003167567774653,4.0,1.0,87.74285714285715,34.12222222222222,-1.5635330826044083,-1.5635330826044083,0.11168093447174345,0.0,0.0,0.0,0.0,0.045821549148289405,0.038662535080504865,0,0,1,1,0,0,0
1590,ENG-Premier League,2324,Tottenham,eric dier,1,2023,82,643,D S,4,187,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2850276902318001,0.2850276902318001,8.0,0.0,85.3030303030303,31.27777777777778,0.5284022893756628,0.5284022893756628,0.0865645712131963,0.0,0.06394316163410302,0.03197158081705151,0.09591474245115453,0.04704930513541398,0.051808597754892195,2,0,1,1,0,0,0
121,ENG-Premier League,2122,Burnley,erik pieters,1,2021,92,887,D S,12,722,0,0.1498642023652792,0,0.1498642023652792,1,0.7618360780179501,7,2,1,0,2.1208457928150892,1.256538325920701,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
872,ENG-Premier League,2223,Manchester City,erling haaland,1,2022,88,8260,F S,35,2803,36,32.761399537324905,29,27.433209866285324,8,5.8491098545491695,123,29,5,0,31.963398084044456,3.285816218703985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1433,ENG-Premier League,2324,Manchester City,erling haaland,1,2023,88,8260,F S,31,2581,27,31.65399668365717,20,25.564646281301975,5,4.7517555598169565,122,29,1,0,30.19725350290537,3.128645434975624,1.0,1.0,80.08571428571429,31.144444444444446,3.2386004626750946,1.566790133714676,0.26635284176686913,1.0,1.1559043881555475,0.2568676418123439,1.4127720299678914,1.051917930203083,0.1878058818799234,36,0,3,0,0,1,0
1998,ENG-Premier League,2425,Manchester City,erling haaland,1,2024,88,8260,F,31,2749,22,23.95459282770753,19,20.909917432814837,3,3.5812273556366563,109,29,2,0,22.845245644450188,3.5353690683841705,1.0,1.0,83.25806451612904,28.677777777777777,-4.653996683657169,-5.564646281301975,0.2594589892103047,1.0,0.9414955443626501,0.1743510267338241,1.1158465710964742,1.1037813644049381,0.1656946921284487,27,36,3,0,0,1,0
2492,ENG-Premier League,2526,Manchester City,erling haaland,1,2025,88,8260,F,11,964,14,11.359739303588867,14,10.598570436239243,1,1.4061276093125343,45,5,0,0,11.617482960224152,1.5982153415679932,13.0,1.0,88.6774193548387,30.544444444444444,-1.954592827707529,-1.9099174328148365,0.21976690667621587,1.0,0.7202619134230629,0.09821753364859949,0.8184794470716624,0.7842536756979548,0.11724643943517608,22,27,3,0,0,1,0
654,ENG-Premier League,2223,Brighton,estupiñán,1,2022,220,5136,D S,35,2707,1,2.3249325277283788,1,2.3249325277283788,5,5.642439822666347,30,50,4,0,18.086723536252975,12.671537213027477,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1213,ENG-Premier League,2324,Brighton,estupiñán,1,2023,220,5136,D S,19,1239,2,1.034091948531568,2,1.034091948531568,3,3.28635298833251,11,26,4,0,8.131439451128244,5.950095744803548,6.0,1.0,77.34285714285714,30.07777777777778,-1.3249325277283788,-1.3249325277283788,0.0774977509242793,0.0,0.03324713705208718,0.1662356852604359,0.19948282231252307,0.07729735038624089,0.18759497009234252,1,0,1,1,0,0,0
1779,ENG-Premier League,2425,Brighton,estupiñán,1,2024,220,5136,D S,30,2404,1,1.3183485567569733,1,1.3183485567569733,1,2.320820614695549,28,27,5,0,12.298998538404703,10.615641921758652,11.0,0.0,65.21052631578948,13.766666666666667,0.965908051468432,0.965908051468432,0.09400835895741527,0.0,0.14527845036319612,0.2179176755447942,0.36319612590799033,0.07511563790786208,0.2387181347457029,2,1,1,1,0,0,0
2365,ENG-Premier League,2526,Chelsea,estêvão,1,2025,80,13775,F M S,10,341,1,1.9587313830852509,1,1.9587313830852509,1,1.9426471255719662,11,7,2,0,5.6708638072013855,2.6281185541301966,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
2452,ENG-Premier League,2526,Leeds,ethan ampadu,1,2025,245,6369,M,9,790,0,0.201898911036551,0,0.201898911036551,0,0.05965100508183241,5,2,3,0,2.2558967545628548,2.0641377158463,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
544,ENG-Premier League,2223,Arsenal,ethan nwaneri,1,2022,83,11132,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1099,ENG-Premier League,2324,Arsenal,ethan nwaneri,1,2023,83,11132,S,1,6,0,0.0,0,0.0,0,0.024536216631531715,0,1,0,0,0.024536216631531715,0.024536216631531715,2.0,1.0,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1665,ENG-Premier League,2425,Arsenal,ethan nwaneri,1,2024,83,11132,F M S,26,883,4,1.7757814601063728,4,1.7757814601063728,2,1.1617773352190852,24,16,1,0,4.733230505138636,2.7513870988041162,2.0,1.0,6.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36804324947297573,0,0,3,0,0,1,0
2230,ENG-Premier League,2526,Arsenal,ethan nwaneri,1,2025,83,11132,S,5,153,0,0.3292111651971936,0,0.3292111651971936,0,0.048408184200525284,6,1,0,0,1.166222719475627,0.9847383946180344,1.0,1.0,33.96153846153846,9.811111111111112,2.224218539893627,2.224218539893627,0.07399089417109887,0.0,0.4077010192525481,0.20385050962627405,0.6115515288788221,0.18099697781378657,0.11841445092833257,4,0,4,0,0,0,1
63,ENG-Premier League,2122,Brentford,ethan pinnock,1,2021,244,9678,D,32,2701,1,1.7465080497786403,1,1.7465080497786403,1,1.7245045565068722,16,12,1,0,6.184837121516466,4.275091532617807,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
625,ENG-Premier League,2223,Brentford,ethan pinnock,1,2022,244,9678,D,30,2700,3,3.5859055295586586,3,3.5859055295586586,0,0.6192105077207088,15,8,0,0,5.026158023625612,4.340199567377567,13.0,0.0,84.40625,30.011111111111113,-0.7465080497786403,-0.7465080497786403,0.10915675311116502,0.0,0.03332099222510181,0.03332099222510181,0.06664198445020363,0.0581953811477518,0.05746220291951814,1,0,1,1,0,0,0
1181,ENG-Premier League,2324,Brentford,ethan pinnock,1,2023,244,9678,D S,29,2521,2,3.382065122947097,2,3.382065122947097,0,0.5834191367030144,19,4,1,0,5.525476990267634,4.4719733241945505,9.0,0.0,90.0,30.0,-0.5859055295586586,-0.5859055295586586,0.23906036863724392,0.0,0.1,0.0,0.1,0.11953018431862196,0.02064035025735696,3,1,1,1,0,0,0
1746,ENG-Premier League,2425,Brentford,ethan pinnock,1,2024,244,9678,D S,22,1912,2,0.9376051723957062,2,0.9376051723957062,0,1.5102842152118683,10,8,2,0,8.141121708787978,7.110404069535434,16.0,0.0,86.93103448275862,28.011111111111113,-1.3820651229470968,-1.3820651229470968,0.1780034275235314,0.0,0.07140023800079333,0.0,0.07140023800079333,0.12074012735630253,0.0208281326074063,2,3,1,1,0,0,0
2296,ENG-Premier League,2526,Brentford,ethan pinnock,1,2025,244,9678,D,2,163,0,0.0,0,0.0,0,0.0,0,0,1,0,0.10905151441693306,0.10905151441693306,4.0,0.0,86.9090909090909,21.244444444444444,1.0623948276042938,1.0623948276042938,0.09376051723957061,0.0,0.09414225941422595,0.0,0.09414225941422595,0.044134134683898305,0.07109078418884318,2,2,1,1,0,0,0
1466,ENG-Premier League,2324,Manchester United,ethan wheatley,1,2023,89,12568,S,3,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
93,ENG-Premier League,2122,Brighton,evan ferguson,1,2021,220,10177,S,1,20,0,0.0,0,0.0,0,0.0,0,0,0,0,0.021618900820612907,0.021618900820612907,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
655,ENG-Premier League,2223,Brighton,evan ferguson,1,2022,220,10177,F S,19,950,6,5.667327303439379,6,5.667327303439379,2,0.6870213840156794,36,11,1,0,8.419608421623707,2.7216656310483813,9.0,0.0,20.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1214,ENG-Premier League,2324,Brighton,evan ferguson,1,2023,220,10177,F S,27,1364,6,3.9660524409264326,6,3.9660524409264326,0,0.6511713527143002,33,6,1,0,6.868808541446924,2.484281620942056,6.0,1.0,50.0,10.555555555555555,0.33267269656062126,0.33267269656062126,0.15742575842887163,0.0,0.5684210526315789,0.18947368421052632,0.7578947368421053,0.5369046919047833,0.06508623638043279,6,0,3,0,0,1,0
1780,ENG-Premier League,2425,Brighton,evan ferguson,1,2024,220,10177,F S,21,341,1,1.4812848791480064,1,1.4812848791480064,0,0.7929156944155693,12,5,0,0,2.186324803158641,0.08092000521719456,11.0,0.0,50.51851851851852,15.155555555555555,2.0339475590735674,2.0339475590735674,0.12018340730080099,0.0,0.3958944281524927,0.0,0.3958944281524927,0.26168967718722796,0.04296585171868549,6,6,3,0,0,1,0
1723,ENG-Premier League,2425,Bournemouth,evanilson,1,2024,73,12963,F S,31,2376,10,13.714270060881972,10,12.953101200982928,1,1.9151847725734115,73,25,1,1,15.386878173798323,2.785225234925747,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
2281,ENG-Premier League,2526,Bournemouth,evanilson,1,2025,73,12963,F S,9,731,1,2.560287307947874,1,2.560287307947874,0,0.9376802332699299,18,10,1,0,3.0933663323521614,0.7619904428720474,3.0,0.0,76.64516129032258,26.4,-3.7142700608819723,-2.9531012009829283,0.18786671316276674,1.0,0.3787878787878788,0.03787878787878788,0.4166666666666667,0.5194799265485596,0.07254487774899286,10,0,3,0,0,1,0
2252,ENG-Premier League,2526,Aston Villa,evann guessand,1,2025,71,8006,M S,10,428,0,0.6572799533605576,0,0.6572799533605576,0,0.1410169079899788,3,2,0,0,0.647270243614912,0.46417562291026115,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
37,ENG-Premier League,2122,Aston Villa,ezri konsa ngoyo,1,2021,71,7726,D,29,2494,2,1.206902057863772,2,1.206902057863772,0,0.27069990523159504,14,4,4,2,4.54279619269073,4.291604299098253,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
573,ENG-Premier League,2223,Aston Villa,ezri konsa ngoyo,1,2022,71,7726,D S,38,3325,0,0.8061013985425234,0,0.8061013985425234,0,1.4513042895123363,8,8,6,0,10.920923325233161,10.34645892959088,14.0,0.0,86.0,27.711111111111112,0.7930979421362281,0.7930979421362281,0.08620728984741229,0.0,0.07217321571772253,0.0,0.07217321571772253,0.04355300128618263,0.009768641327523477,2,0,1,1,0,0,0
1124,ENG-Premier League,2324,Aston Villa,ezri konsa ngoyo,1,2023,71,7726,D,35,3090,1,2.3284507524222136,1,2.3284507524222136,0,0.6873185783624649,19,8,5,0,14.659921541810036,13.562622778117657,7.0,1.0,87.5,36.94444444444444,-0.8061013985425234,-0.8061013985425234,0.10076267481781542,0.0,0.0,0.0,0.0,0.0218192859755871,0.03928342437777752,0,2,1,1,0,0,0
1694,ENG-Premier League,2425,Aston Villa,ezri konsa ngoyo,1,2024,71,7726,D S,34,2934,2,1.103471640497446,2,1.103471640497446,0,0.41072478517889977,11,6,1,0,9.736158462241292,9.216016562655568,4.0,1.0,88.28571428571429,34.333333333333336,-1.3284507524222136,-1.3284507524222136,0.12255003960116913,0.0,0.029126213592233007,0.0,0.029126213592233007,0.06781895395404505,0.020018987719295094,1,0,1,1,0,0,0
2253,ENG-Premier League,2526,Aston Villa,ezri konsa ngoyo,1,2025,71,7726,D,10,876,0,0.02329982817173004,0,0.02329982817173004,0,0.04962930828332901,1,1,0,1,1.9864863604307175,1.9368570894002914,2.0,1.0,86.29411764705883,32.6,0.8965283595025539,0.8965283595025539,0.100315603681586,0.0,0.06134969325153374,0.0,0.06134969325153374,0.03384882332814251,0.012598919790763797,2,1,1,1,0,0,0
199,ENG-Premier League,2122,Everton,fabian delph,1,2021,72,876,M S,11,663,0,0.03520849905908108,0,0.03520849905908108,0,0.07916990108788013,2,4,2,0,1.104188802652061,1.054023782722652,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
359,ENG-Premier League,2122,Newcastle United,fabian schär,1,2021,86,76,D,25,2167,2,0.8395391143858433,2,0.8395391143858433,2,1.479282571002841,20,9,4,0,3.370413671247661,2.830271666869521,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
926,ENG-Premier League,2223,Newcastle United,fabian schär,1,2022,86,76,D,36,3223,1,5.092751467600465,1,5.092751467600465,3,2.4296507444232702,56,19,7,0,10.184462796896696,8.898998957127333,11.0,0.0,86.68,24.07777777777778,1.1604608856141567,1.1604608856141567,0.041976955719292164,0.0,0.08306414397784956,0.08306414397784956,0.16612828795569912,0.034867798936191,0.06143767023085172,2,0,1,1,0,0,0
1494,ENG-Premier League,2324,Newcastle United,fabian schär,1,2023,86,76,D S,36,3057,4,2.679914410226047,4,2.679914410226047,1,1.2247396316379309,35,9,5,0,13.900441944599152,13.216225143522024,4.0,1.0,89.52777777777777,35.81111111111111,-4.092751467600465,-4.092751467600465,0.09094199049286544,0.0,0.027924294135898232,0.08377288240769469,0.11169717654359293,0.1422114899423028,0.0678462820347795,1,2,1,1,0,0,0
