,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,prev_minutes_per_match_1,prev_full_matches_played_1,prev_xg_performance_1,prev_npxg_performance_1,prev_xg_per_shot_1,prev_penalty_taker_1,prev_goals_per_90_1,prev_assists_per_90_1,prev_ga_per_90_1,prev_xg_per_90_1,prev_xa_per_90_1,prev_goals_1,prev_goals_2,main_pos,position_1,position_2,position_3,position_4
1332,ENG-Premier League,2324,Everton,dominic calvert-lewin,1,2023,72,5555,F S,32,2234,7,13.627293583005667,5,12.104955926537514,2,3.068425781559199,73,19,2,0,11.614983171224594,1.8352613244205713,17.0,0.0,70.41176470588235,13.3,-4.498087804764509,-4.736918967217207,0.2096157356375648,1.0,0.15037593984962405,0.07518796992481203,0.22556390977443608,0.48857803043342174,0.09297047440606848,2,5,3,0,0,1,0
1864,ENG-Premier League,2425,Everton,dominic calvert-lewin,1,2024,72,5555,F S,26,1625,3,8.584493719041348,3,8.584493719041348,1,0.7406498864293098,50,7,2,0,7.679076200351119,1.292787717655301,12.0,0.0,69.8125,24.822222222222223,-6.627293583005667,-7.104955926537514,0.18667525456172146,1.0,0.2820053715308863,0.08057296329453895,0.36257833482542523,0.5489957128337108,0.12361607893479315,7,2,3,0,0,1,0
2451,ENG-Premier League,2526,Leeds,dominic calvert-lewin,1,2025,245,5555,F S,9,613,1,1.6155789401382208,1,1.6155789401382208,0,0.7184300236403942,17,8,0,0,2.682124661281705,0.5580468010157347,21.0,0.0,62.5,18.055555555555557,-5.5844937190413475,-5.5844937190413475,0.17168987438082695,0.0,0.16615384615384615,0.05538461538461538,0.22153846153846152,0.4754488829007515,0.04102060909454639,3,7,3,0,0,1,0
1153,ENG-Premier League,2324,Bournemouth,dominic sadi,1,2023,73,11300,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
595,ENG-Premier League,2223,Bournemouth,dominic solanke,1,2022,73,1679,F M S,33,2874,6,9.317674346268177,6,9.317674346268177,7,3.9576231529936194,76,21,2,0,14.145027499645948,3.0667414711788297,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1154,ENG-Premier League,2324,Bournemouth,dominic solanke,1,2023,73,1679,F S,38,3346,19,21.40683087334037,17,19.12332433462143,3,3.5437498800456524,109,39,3,0,22.5880119279027,4.080137750133872,15.0,0.0,87.0909090909091,31.933333333333334,-3.317674346268177,-3.317674346268177,0.12260097824037075,0.0,0.18789144050104384,0.21920668058455114,0.40709812108559496,0.29178520917332496,0.12393391919604237,6,0,3,0,0,1,0
2145,ENG-Premier League,2425,Tottenham,dominic solanke,1,2024,82,1679,F S,27,2220,9,12.416034620255232,8,11.65486578270793,3,2.4611449129879475,60,14,0,0,16.30166282877326,4.277167193591595,5.0,1.0,88.05263157894737,37.17777777777778,-2.4068308733403683,-2.1233243346214294,0.19639294379211347,1.0,0.5110579796772265,0.08069336521219367,0.5917513448894203,0.5757964072327056,0.0953190344303971,19,6,3,0,0,1,0
2607,ENG-Premier League,2526,Tottenham,dominic solanke,1,2025,82,1679,S,2,22,0,0.184296615421772,0,0.184296615421772,0,0.0,2,0,0,0,0.184296615421772,0.0,18.0,0.0,82.22222222222223,24.666666666666668,-3.416034620255232,-3.6548657827079296,0.2069339103375872,1.0,0.36486486486486486,0.12162162162162161,0.48648648648648646,0.503352754875212,0.099776145121133,9,19,4,0,0,0,1
62,ENG-Premier League,2122,Brentford,dominic thompson,1,2021,244,9915,D,2,154,0,0.025226600468158722,0,0.025226600468158722,0,0.0,1,0,0,0,0.05206830054521561,0.026841599494218826,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1383,ENG-Premier League,2324,Liverpool,dominik szoboszlai,1,2023,87,9788,M S,33,2135,3,3.519060474820435,3,3.519060474820435,2,5.657645266503096,60,55,1,0,21.230980657041073,15.891304083168507,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1978,ENG-Premier League,2425,Liverpool,dominik szoboszlai,1,2024,87,9788,F M S,36,2519,6,7.00856670551002,6,7.00856670551002,6,7.858418172225356,68,57,6,0,27.468164574354887,15.59493687003851,3.0,1.0,64.6969696969697,23.72222222222222,-0.519060474820435,-0.519060474820435,0.05865100791367392,0.0,0.12646370023419204,0.08430913348946135,0.2107728337236534,0.14834446966456166,0.23849558500481435,3,0,3,0,0,1,0
2476,ENG-Premier League,2526,Liverpool,dominik szoboszlai,1,2025,87,9788,D M,11,990,1,1.490275808610022,1,1.490275808610022,1,1.5609044097363949,20,16,4,0,7.086894161999226,4.962766639888287,12.0,1.0,69.97222222222223,27.988888888888887,-1.0085667055100203,-1.0085667055100203,0.10306715743397088,0.0,0.21437078205637158,0.21437078205637158,0.42874156411274317,0.2504053209590718,0.2807692082176586,6,3,2,0,1,0,0
197,ENG-Premier League,2122,Everton,donny van de beek,1,2021,72,8821,M S,15,545,2,1.5110082859173417,2,1.5110082859173417,0,0.43753098882734776,7,5,1,0,2.91588216740638,1.0413423106074333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
903,ENG-Premier League,2223,Manchester United,donny van de beek,1,2022,89,8821,M S,7,157,0,0.08036869764328003,0,0.08036869764328003,0,0.12883769907057285,2,3,0,0,1.0236492864787579,0.8748480901122093,6.0,1.0,36.333333333333336,6.055555555555555,0.4889917140826583,0.4889917140826583,0.21585832655962026,0.0,0.3302752293577982,0.0,0.3302752293577982,0.24952430409644175,0.07225282384304825,2,0,2,0,1,0,0
1465,ENG-Premier League,2324,Manchester United,donny van de beek,1,2023,89,8821,S,1,1,0,0.03228488191962242,0,0.03228488191962242,0,0.06568886339664459,1,1,0,0,0.09797374159097672,0.0,3.0,1.0,22.428571428571427,1.7444444444444445,-0.08036869764328003,-0.08036869764328003,0.040184348821640015,0.0,0.0,0.0,0.0,0.046071227948377085,0.07385600583663413,0,2,4,0,0,0,1
1691,ENG-Premier League,2425,Aston Villa,donyell malen,1,2024,71,9749,M S,14,265,3,3.0199847873300314,3,3.0199847873300314,0,0.1801445484161377,15,3,0,0,3.2656293623149395,0.11952173337340355,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
2249,ENG-Premier League,2526,Aston Villa,donyell malen,1,2025,71,9749,F M S,11,314,3,1.909611277282238,3,1.909611277282238,0,0.15197200328111649,12,3,0,0,1.6823655143380165,0.16238738223910332,2.0,1.0,18.928571428571427,2.9444444444444446,-0.019984787330031395,-0.019984787330031395,0.20133231915533542,0.0,1.0188679245283019,0.0,1.0188679245283019,1.0256552107913313,0.0611811673866128,3,0,3,0,0,1,0
34,ENG-Premier League,2122,Aston Villa,douglas luiz,1,2021,71,6122,M S,34,2733,2,2.220371574163437,2,2.220371574163437,3,2.44307017326355,23,36,7,0,10.234683318063617,8.437496514990926,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
570,ENG-Premier League,2223,Aston Villa,douglas luiz,1,2022,71,6122,M S,37,2947,6,3.191290902905166,6,3.191290902905166,6,4.567880779504776,34,45,6,1,15.93928093276918,11.555413709953427,14.0,0.0,80.38235294117646,30.366666666666667,-0.2203715741634369,-0.2203715741634369,0.09653789452884508,0.0,0.06586169045005488,0.09879253567508232,0.1646542261251372,0.07311871265082669,0.08045236574962293,2,0,2,0,1,0,0
1122,ENG-Premier League,2324,Aston Villa,douglas luiz,1,2023,71,6122,M,35,3043,9,7.572099968791008,5,4.527424611151218,5,5.288189608603716,48,53,12,0,17.31126916781068,13.624405791983008,7.0,1.0,79.64864864864865,32.74444444444445,2.808709097094834,2.808709097094834,0.0938614971442696,0.0,0.1832371903630811,0.1832371903630811,0.3664743807261622,0.0974605297799338,0.13950093999166263,6,2,2,0,1,0,0
2561,ENG-Premier League,2526,Nottingham Forest,douglas luiz,1,2025,249,6122,M,4,192,0,0.023048534989356995,0,0.023048534989356995,0,0.5776349604129791,1,3,1,0,0.997801560908556,0.4774530716240406,16.0,1.0,86.94285714285714,33.81111111111111,1.427900031208992,0.4725753888487816,0.157752082683146,1.0,0.26618468616496876,0.14788038120276042,0.4140650673677292,0.22395300597804493,0.1564038990385588,9,6,2,0,1,0,0
982,ENG-Premier League,2223,Southampton,duje caleta-car,1,2022,74,7007,D S,13,947,1,1.0882597099989653,1,1.0882597099989653,0,0.04167630150914192,5,1,2,0,2.0971209220588207,2.0786672607064247,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
357,ENG-Premier League,2122,Newcastle United,dwight gayle,1,2021,86,743,S,8,20,0,0.21234619617462158,0,0.21234619617462158,0,0.4094130927696824,2,2,1,0,0.621760287322104,0.010893099941313267,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
120,ENG-Premier League,2122,Burnley,dwight mcneil,1,2021,92,6756,M S,38,3130,0,2.4431664869189262,0,2.4431664869189262,1,5.014778325334191,52,47,1,0,10.09029270336032,4.545858952216804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
739,ENG-Premier League,2223,Everton,dwight mcneil,1,2022,72,6756,D F M S,36,2512,7,3.8712205197662115,7,3.8712205197662115,3,7.44360885117203,46,51,5,0,9.874688405543566,2.480967789888382,16.0,0.0,82.36842105263158,34.77777777777778,-2.4431664869189262,-2.4431664869189262,0.046983970902287044,0.0,0.0,0.02875399361022364,0.02875399361022364,0.07025079355357934,0.14419490392334736,0,0,3,0,0,1,0
1333,ENG-Premier League,2324,Everton,dwight mcneil,1,2023,72,6756,D M S,35,2914,3,3.64070400595665,3,3.64070400595665,6,10.325187070295215,57,69,2,0,14.694117410108447,5.355050271376967,17.0,0.0,69.77777777777777,27.91111111111111,3.1287794802337885,3.1287794802337885,0.0841569678210046,0.0,0.250796178343949,0.10748407643312102,0.35828025477707004,0.13869818741200599,0.26668980756587685,7,0,2,0,1,0,0
1865,ENG-Premier League,2425,Everton,dwight mcneil,1,2024,72,6756,M S,21,1374,4,1.5122616775333881,4,1.5122616775333881,6,6.039635524619371,24,37,1,0,8.58305960521102,3.5590311624109745,12.0,0.0,83.25714285714285,32.37777777777778,-0.6407040059566498,-0.6407040059566498,0.06387200010450263,0.0,0.09265614275909402,0.18531228551818804,0.2779684282772821,0.11244453003984162,0.3188973357332084,3,7,2,0,1,0,0
2408,ENG-Premier League,2526,Everton,dwight mcneil,1,2025,72,6756,S,3,45,0,0.2338213175535202,0,0.2338213175535202,0,0.13025180995464325,2,1,0,0,0.36407312750816345,0.0,8.0,0.0,65.42857142857143,15.266666666666667,2.487738322466612,2.487738322466612,0.06301090323055784,0.0,0.26200873362445415,0.3930131004366812,0.6550218340611353,0.09905644175982892,0.3956093138396968,4,3,4,0,0,0,1
164,ENG-Premier League,2122,Crystal Palace,eberechi eze,1,2021,78,8706,F M S,13,597,1,0.4566667973995209,1,0.4566667973995209,1,0.9693568199872971,10,11,1,0,1.7385775223374367,1.2302385084331036,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
707,ENG-Premier League,2223,Crystal Palace,eberechi eze,1,2022,78,8706,F M S,38,2657,10,6.831764040514827,9,6.070595199242234,4,4.619440779089928,70,57,3,0,11.0957055054605,4.369746007025242,12.0,0.0,45.92307692307692,6.633333333333334,0.5433332026004791,0.5433332026004791,0.04566667973995209,0.0,0.1507537688442211,0.1507537688442211,0.3015075376884422,0.06884424081399812,0.14613419396793423,1,0,3,0,0,1,0
1304,ENG-Premier League,2324,Crystal Palace,eberechi eze,1,2023,78,8706,F M S,27,2097,11,9.37310928851366,10,8.611940443515778,4,6.844833366572857,83,54,3,0,16.38165108114481,6.3479389026761055,11.0,0.0,69.92105263157895,29.522222222222222,3.1682359594851732,2.9294048007577658,0.0975966291502118,1.0,0.3387278885961611,0.13549115543846443,0.47421904403462556,0.23141090088307656,0.15647334215961367,10,1,3,0,0,1,0
1841,ENG-Premier League,2425,Crystal Palace,eberechi eze,1,2024,78,8706,F M S,34,2635,8,9.876954596489668,7,8.354616891592741,8,7.019554221071303,102,58,1,0,18.762924566864967,8.675655025988817,10.0,0.0,77.66666666666667,23.3,1.6268907114863396,1.3880595564842224,0.11292902757245374,1.0,0.4721030042918455,0.17167381974248927,0.6437768240343348,0.4022793686057365,0.29376967238510115,11,10,3,0,0,1,0
2229,ENG-Premier League,2526,Arsenal,eberechi eze,1,2025,83,8706,F M S,10,727,1,1.4392914567142725,1,1.4392914567142725,2,1.2506554033607244,25,6,0,0,4.477111369371414,2.422083565965295,1.0,1.0,77.5,29.27777777777778,-1.876954596489668,-1.354616891592741,0.0968328882008791,1.0,0.2732447817836812,0.2732447817836812,0.5464895635673624,0.3373532879256433,0.2397570701694183,8,11,3,0,0,1,0
9,ENG-Premier League,2122,Arsenal,eddie nketiah,1,2021,83,6482,F S,21,803,5,4.993681591004133,5,4.993681591004133,1,1.6652061231434345,28,13,3,0,7.677356168627739,2.160008793696761,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
542,ENG-Premier League,2223,Arsenal,eddie nketiah,1,2022,83,6482,F S,30,1017,4,9.223067251965404,4,9.223067251965404,1,1.481980249285698,41,9,3,0,10.200598530471325,1.7821177616715431,5.0,1.0,38.23809523809524,8.922222222222222,0.0063184089958667755,0.0063184089958667755,0.17834577110729047,0.0,0.5603985056039851,0.112079701120797,0.6724782067247821,0.5596903402121693,0.18663580458643725,5,0,3,0,0,1,0
1097,ENG-Premier League,2324,Arsenal,eddie nketiah,1,2023,83,6482,F S,27,1036,5,5.057408779859543,5,5.057408779859543,2,1.209644090384245,38,9,3,0,5.851144388318062,0.9911122377961874,2.0,1.0,33.9,11.3,-5.223067251965404,-5.223067251965404,0.22495285980403423,0.0,0.35398230088495575,0.08849557522123894,0.4424778761061947,0.8162006417668498,0.13114869462705292,4,5,3,0,0,1,0
1842,ENG-Premier League,2425,Crystal Palace,eddie nketiah,1,2024,78,6482,F M S,29,984,3,7.15336112678051,3,7.15336112678051,1,1.3858313784003258,43,13,4,1,9.502782799303532,2.1897604260593653,10.0,0.0,38.370370370370374,11.511111111111111,-0.05740877985954285,-0.05740877985954285,0.13308970473314585,0.0,0.4343629343629344,0.17374517374517376,0.6081081081081081,0.43935018357853173,0.10508491132681665,5,4,3,0,0,1,0
2392,ENG-Premier League,2526,Crystal Palace,eddie nketiah,1,2025,78,6482,S,5,90,1,0.9629506766796112,1,0.9629506766796112,0,0.8395494157448411,5,4,1,0,1.8310335213318467,0.11832206789404154,7.0,0.0,33.93103448275862,10.933333333333334,-4.15336112678051,-4.15336112678051,0.16635723550652348,0.0,0.27439024390243905,0.09146341463414634,0.36585365853658536,0.65427083476651,0.12675286997563956,3,5,4,0,0,0,1
305,ENG-Premier League,2122,Manchester City,ederson,1,2021,88,6054,GK,37,3330,0,0.0,0,0.0,0,0.0,0,0,3,0,9.95296686142683,9.95296686142683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
871,ENG-Premier League,2223,Manchester City,ederson,1,2022,88,6054,GK,35,3150,0,0.0,0,0.0,1,0.28556498885154724,0,1,3,0,10.671811463311315,10.671811463311315,1.0,1.0,90.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1432,ENG-Premier League,2324,Manchester City,ederson,1,2023,88,6054,GK,33,2794,0,0.0,0,0.0,0,0.0,0,0,5,0,8.03402054309845,8.03402054309845,1.0,1.0,90.0,35.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.008158999681472778,0,0,0,0,0,0,0
1997,ENG-Premier League,2425,Manchester City,ederson,1,2024,88,6054,GK,26,2324,0,0.0,0,0.0,4,1.1925887912511826,0,4,4,0,5.953033002093434,4.961667595431209,1.0,1.0,84.66666666666667,31.044444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
335,ENG-Premier League,2122,Manchester United,edinson cavani,1,2021,89,3294,F S,15,745,2,3.725320629775524,2,3.725320629775524,1,1.2471088040620089,18,7,0,0,4.9041747860610485,0.6423901002854109,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
464,ENG-Premier League,2122,Watford,edo kayembe,1,2021,90,10290,M S,13,793,0,0.13618620205670595,0,0.13618620205670595,0,0.42149388417601585,6,6,0,0,1.8325098045170307,1.4051875956356525,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
141,ENG-Premier League,2122,Chelsea,edouard mendy,1,2021,80,6880,GK,34,3060,0,0.0,0,0.0,0,0.0,0,0,3,0,5.087311686947942,5.087311686947942,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
682,ENG-Premier League,2223,Chelsea,edouard mendy,1,2022,80,6880,GK S,10,853,0,0.0,0,0.0,0,0.0,0,0,1,0,1.1355492491275072,1.1355492491275072,3.0,1.0,90.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1616,ENG-Premier League,2324,West Ham,edson álvarez,1,2023,81,11926,M S,31,2405,1,1.2118008164688945,1,1.2118008164688945,1,0.5929595055058599,17,12,11,0,6.416552271693945,5.055172272026539,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
2173,ENG-Premier League,2425,West Ham,edson álvarez,1,2024,81,11926,D M S,28,1772,0,0.319299204275012,0,0.319299204275012,1,0.7971771331503987,12,12,7,1,4.297576429322362,3.420444831252098,9.0,0.0,77.58064516129032,26.72222222222222,-0.21180081646889448,-0.21180081646889448,0.0712824009687585,0.0,0.037422037422037424,0.037422037422037424,0.07484407484407485,0.04534805550195447,0.022189752804793093,1,0,2,0,1,0,0
1778,ENG-Premier League,2425,Brighton,eiran cashin,1,2024,220,13459,S,2,18,0,0.0,0,0.0,0,0.0,0,0,0,0,0.010383612476289272,0.010383612476289272,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
2629,ENG-Premier League,2526,West Ham,el hadji malick diouf,1,2025,81,13723,D M S,11,935,0,0.26025955006480217,0,0.26025955006480217,3,0.6706114392727613,7,7,1,0,1.3689843378961086,0.7423371821641922,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
2280,ENG-Premier League,2526,Bournemouth,eli junior kroupi,1,2025,73,11504,F S,8,250,4,1.9119495302438736,4,1.9119495302438736,0,0.08710854221135378,10,2,1,0,1.044780172407627,0.3366456627845764,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
2588,ENG-Premier League,2526,Sunderland,eliezer mayenda,1,2025,77,13718,F S,7,254,1,0.722465954720974,1,0.722465954720974,0,0.5885621905326843,4,2,0,0,0.6910533905029297,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1410,ENG-Premier League,2324,Luton,elijah adebayo,1,2023,256,11718,F M S,27,1422,10,6.630781220272183,10,6.630781220272183,0,0.8136616554111242,31,14,1,0,8.281278105452657,1.9411640595644712,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
924,ENG-Premier League,2223,Newcastle United,elliot anderson,1,2022,86,9154,M S,22,353,0,1.1292364411056042,0,1.1292364411056042,1,1.5604944918304682,11,9,0,0,3.589391114190221,1.5997926257550716,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1492,ENG-Premier League,2324,Newcastle United,elliot anderson,1,2023,86,9154,D F M S,21,997,0,1.3419555649161339,0,1.3419555649161339,2,1.5226023513823748,19,15,3,0,6.666737984865904,4.969087693840265,4.0,1.0,16.045454545454547,3.922222222222222,-1.1292364411056042,-1.1292364411056042,0.10265785828232765,0.0,0.0,0.254957507082153,0.254957507082153,0.2879073079306073,0.3978597854525273,0,0,3,0,0,1,0
2081,ENG-Premier League,2425,Nottingham Forest,elliot anderson,1,2024,249,9154,M S,37,2773,2,2.230010911822319,2,2.230010911822319,6,4.1257980996742845,40,37,10,0,9.88364265859127,6.357638165354729,17.0,0.0,47.476190476190474,11.077777777777778,-1.3419555649161339,-1.3419555649161339,0.07062924025874388,0.0,0.0,0.18054162487462388,0.18054162487462388,0.1211394190997513,0.13744655127824848,0,0,2,0,1,0,0
2562,ENG-Premier League,2526,Nottingham Forest,elliot anderson,1,2025,249,9154,M,11,990,1,1.509621825069189,0,0.7484529875218868,1,1.0410363152623177,12,15,2,0,5.415299266576767,4.115024626255035,16.0,1.0,74.94594594594595,30.81111111111111,-0.23001091182231903,-0.23001091182231903,0.05575027279555798,0.0,0.06491164803461955,0.19473494410385864,0.2596465921384782,0.07237684171078569,0.13390617705397967,2,0,2,0,1,0,0
198,ENG-Premier League,2122,Everton,ellis simms,1,2021,72,8582,F,1,63,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
740,ENG-Premier League,2223,Everton,ellis simms,1,2022,72,8582,F S,11,200,1,1.0451708808541298,1,1.0451708808541298,0,0.0746167004108429,8,2,0,0,1.2177620641887188,0.1475772000849247,16.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
142,ENG-Premier League,2122,Chelsea,emerson,1,2021,80,1245,S,1,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
438,ENG-Premier League,2122,Tottenham,emerson,1,2021,82,7430,D S,31,2296,1,2.020111955702305,1,2.020111955702305,1,2.450624798424542,15,28,5,0,12.576655813492835,9.261143207550049,7.0,1.0,3.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1017,ENG-Premier League,2223,Tottenham,emerson,1,2022,82,7430,D S,26,1733,2,1.7453065998852253,2,1.7453065998852253,1,0.48395898938179016,17,9,2,1,7.7816263027489185,5.672533370554447,4.0,1.0,74.06451612903226,25.511111111111113,-1.0201119557023048,-1.0201119557023048,0.13467413038015366,0.0,0.039198606271777,0.039198606271777,0.078397212543554,0.07918557317648407,0.0960610765932965,1,0,1,1,0,0,0
1046,ENG-Premier League,2223,West Ham,emerson,1,2022,81,1245,D M S,22,1331,1,1.005102353170514,1,1.005102353170514,0,0.8198722722008824,11,13,2,0,2.97873582970351,1.8349706148728728,7.0,1.0,66.65384615384616,19.255555555555556,0.2546934001147747,0.2546934001147747,0.10266509411089561,0.0,0.10386612810155799,0.05193306405077899,0.15579919215233698,0.09063911944008671,0.02513347319351478,2,1,2,0,1,0,0
1589,ENG-Premier League,2324,Tottenham,emerson,1,2023,82,7430,D S,22,1145,1,0.17714704759418964,1,0.17714704759418964,0,0.4156769150868058,6,3,4,0,4.4803829826414585,4.325593873858452,8.0,0.0,60.5,14.78888888888889,-0.005102353170514107,-0.005102353170514107,0.09137294119731947,0.0,0.067618332081142,0.0,0.067618332081142,0.06796334469222108,0.055438395565799714,1,2,1,1,0,0,0
1617,ENG-Premier League,2324,West Ham,emerson,1,2023,81,1245,D S,36,3163,1,1.6024377886205912,1,1.6024377886205912,2,1.5223980667069554,19,23,10,0,8.584011431783438,6.391479849815369,14.0,1.0,52.04545454545455,12.722222222222221,0.8228529524058104,0.8228529524058104,0.02952450793236494,0.0,0.07860262008733625,0.0,0.07860262008733625,0.013924222081639362,0.032673294635644126,1,1,1,1,0,0,0
2174,ENG-Premier League,2425,West Ham,emerson,1,2024,81,1245,D M S,31,2167,2,2.1318588722497225,2,2.1318588722497225,1,1.2129619792103767,16,17,5,0,6.630555816926062,3.9276301879435778,9.0,0.0,87.86111111111111,35.144444444444446,-0.6024377886205912,-0.6024377886205912,0.08433883098003112,0.0,0.0284539993676889,0.0569079987353778,0.0853619981030667,0.045595763824171104,0.04331831362745052,1,1,2,0,1,0,0
358,ENG-Premier League,2122,Newcastle United,emil krafth,1,2021,86,1545,D S,20,1636,0,0.22956649865955114,0,0.22956649865955114,1,1.0393318198621273,6,6,5,0,3.7981242947280407,3.6667932979762554,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
925,ENG-Premier League,2223,Newcastle United,emil krafth,1,2022,86,1545,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,11.0,0.0,81.8,18.177777777777777,-0.22956649865955114,-0.22956649865955114,0.03826108310992519,0.0,0.0,0.05501222493887531,0.05501222493887531,0.012628963862689245,0.05717595586038598,0,0,4,0,0,0,1
1493,ENG-Premier League,2324,Newcastle United,emil krafth,1,2023,86,1545,D S,17,912,0,0.22536493092775345,0,0.22536493092775345,0,0.9704459868371487,4,9,2,0,4.405003933236003,3.7778926361352205,4.0,1.0,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2058,ENG-Premier League,2425,Newcastle United,emil krafth,1,2024,86,1545,D S,12,314,0,0.027688954025506973,0,0.027688954025506973,0,0.05894070118665695,1,1,2,0,1.4653809145092964,1.4653809145092964,7.0,0.0,53.64705882352941,10.133333333333333,-0.22536493092775345,-0.22536493092775345,0.05634123273193836,0.0,0.0,0.0,0.0,0.022239960288923038,0.09576769606945547,0,0,1,1,0,0,0
2538,ENG-Premier League,2526,Newcastle United,emil krafth,1,2025,86,1545,D,1,51,0,0.0,0,0.0,0,0.0,0,0,0,0,0.02087610773742199,0.02087610773742199,15.0,1.0,26.166666666666668,3.488888888888889,-0.027688954025506973,-0.027688954025506973,0.027688954025506973,0.0,0.0,0.0,0.0,0.007936324402215374,0.016893831550315687,0,0,1,1,0,0,0
10,ENG-Premier League,2122,Arsenal,emile smith-rowe,1,2021,83,7230,F M S,33,1928,10,5.36384779214859,10,5.36384779214859,2,3.033005226403475,40,30,1,0,10.874114144593477,4.788454380817711,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
