Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def
116;Patson Daka;zm ZAM;FW;Leicester City;23;1998;13.2;4;30;16;53.3;2.27;1.21;0.13;0.25;14.6;0;0;0;3.5;3.5;0.12;0.5;0.5;28;2.12;19;1;1;5;2;0;7;0.53;4;0;1;2;0;0
117;Diogo Dalot;pt POR;DF;Manchester Utd;23;1999;23.9;1;22;7;31.8;0.92;0.29;0.05;0.14;19.9;0;0;0;2.5;2.5;0.11;-1.5;-1.5;52;2.17;48;0;1;2;0;1;2;0.08;2;0;0;0;0;0
118;Mikkel Damsgaard;dk DEN;MF,FW;Brentford;22;2000;11;0;12;5;41.7;1.09;0.46;0;0;15;0;0;0;2.6;2.6;0.22;-2.6;-2.6;25;2.28;20;3;0;1;1;0;2;0.18;2;0;0;0;0;0
119;Danilo;br BRA;MF;Nott'ham Forest;21;2001;10.8;3;15;4;26.7;1.38;0.37;0.2;0.75;20.4;0;0;0;1.5;1.5;0.1;1.5;1.5;23;2.12;17;1;3;1;1;0;6;0.55;5;0;1;0;0;0
120;Arnaut Danjuma;nl NED;FW,MF;Tottenham;25;1997;1.9;1;6;3;50;3.2;1.6;0.17;0.33;14.2;0;0;0;0.8;0.8;0.14;0.2;0.2;4;2.13;4;0;0;0;0;0;0;0;0;0;0;0;0;0
121;Josh Dasilva;eng ENG;MF;Brentford;23;1998;15.4;4;18;6;33.3;1.17;0.39;0.22;0.67;19.8;0;0;0;1.5;1.5;0.09;2.5;2.5;42;2.72;36;1;3;1;1;0;7;0.45;5;0;1;0;1;0
122;David Datro Fofana;ci CIV;FW;Chelsea;19;2002;0.8;0;3;1;33.3;3.86;1.29;0;0;19.1;0;0;0;0.2;0.2;0.08;-0.2;-0.2;6;7.71;2;0;4;0;0;0;0;0;0;0;0;0;0;0
123;Ben Davies;wls WAL;DF;Tottenham;29;1993;25.4;2;14;5;35.7;0.55;0.2;0.14;0.4;16.7;0;0;0;1;1;0.07;1;1;37;1.46;33;1;0;3;0;0;7;0.28;5;0;0;2;0;0
124;Tom Davies;eng ENG;MF;Everton;24;1998;6;0;9;2;22.2;1.51;0.33;0;0;15.7;0;0;0;1.2;1.2;0.13;-1.2;-1.2;6;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0
125;Craig Dawson;eng ENG;DF;West Ham;32;1990;8;0;6;1;16.7;0.75;0.12;0;0;15.1;0;0;0;0.5;0.5;0.08;-0.5;-0.5;12;1.5;10;0;0;1;1;0;1;0.12;0;0;0;0;1;0
126;Craig Dawson;eng ENG;DF;Wolves;32;1990;15.7;1;11;2;18.2;0.7;0.13;0.09;0.5;11.5;0;0;0;1;1;0.09;0;0;6;0.38;6;0;0;0;0;0;0;0;0;0;0;0;0;0
127;Kevin De Bruyne;be BEL;MF;Manchester City;31;1991;26.9;7;65;21;32.3;2.42;0.78;0.11;0.33;23;7;0;0;5.6;5.6;0.09;1.4;1.4;176;6.55;120;33;8;7;5;3;31;1.15;24;3;1;1;2;0
128;Bobby De Cordova-Reid;jm JAM;FW,DF;Fulham;29;1993;27.5;4;31;10;32.3;1.13;0.36;0.13;0.4;13.7;0;0;0;3.9;3.9;0.13;0.1;0.1;54;1.96;36;1;3;5;7;2;3;0.11;1;0;0;1;0;1
129;Siriki Dembélé;ci CIV;FW,MF;Bournemouth;25;1996;1.2;0;2;2;100;1.64;1.64;0;0;16.6;0;0;0;0.2;0.2;0.09;-0.2;-0.2;5;4.09;5;0;0;0;0;0;0;0;0;0;0;0;0;0
130;Leander Dendoncker;be BEL;MF;Aston Villa;27;1995;7.7;0;2;0;0;0.26;0;0;;26.9;0;0;0;0.1;0.1;0.03;-0.1;-0.1;8;1.03;6;0;0;1;0;1;0;0;0;0;0;0;0;0
131;Leander Dendoncker;be BEL;MF;Wolves;27;1995;2.4;0;3;2;66.7;1.26;0.84;0;0;16.7;0;0;0;0.7;0.7;0.22;-0.7;-0.7;4;1.68;3;0;0;0;0;1;0;0;0;0;0;0;0;0
132;Emmanuel Dennis;ng NGA;FW,MF;Nott'ham Forest;24;1997;8;2;21;7;33.3;2.62;0.87;0.1;0.29;13.2;2;0;0;1.9;1.9;0.09;0.1;0.1;25;3.12;14;1;2;2;6;0;3;0.37;2;0;0;0;1;0
133;Halil Derviºo?lu;tr TUR;MF;Brentford;22;1999;0.1;0;1;0;0;11.25;0;0;;31.9;0;0;0;0;0;0.03;0;0;1;11.25;0;0;0;1;0;0;1;11.25;0;0;0;1;0;0
134;Kiernan Dewsbury-Hall;eng ENG;MF;Leicester City;23;1998;25.6;2;26;6;23.1;1.01;0.23;0.08;0.33;21.3;0;0;0;2.4;2.4;0.09;-0.4;-0.4;78;3.04;61;0;8;2;5;2;9;0.35;6;0;1;0;1;1
135;Ibrahima Diallo;fr FRA;MF;Southampton;23;1999;9.1;0;6;0;0;0.66;0;0;;28.4;0;0;0;0.2;0.2;0.03;-0.2;-0.2;10;1.1;8;0;1;0;0;1;0;0;0;0;0;0;0;0
136;Rúben Dias;pt POR;DF;Manchester City;25;1997;22.2;0;10;2;20;0.45;0.09;0;0;9.1;0;0;0;1.3;1.3;0.13;-1.3;-1.3;15;0.68;11;1;0;3;0;0;1;0.05;1;0;0;0;0;0
137;Luis Díaz;co COL;FW;Liverpool;25;1997;11.1;4;27;8;29.6;2.44;0.72;0.15;0.5;15.1;0;0;0;2.5;2.5;0.09;1.5;1.5;41;3.7;29;0;7;3;2;0;6;0.54;3;0;2;1;0;0
138;Eric Dier;eng ENG;DF;Tottenham;28;1994;31.3;2;17;4;23.5;0.54;0.13;0.12;0.5;11.8;2;0;0;1.6;1.6;0.1;0.4;0.4;29;0.93;24;1;0;4;0;0;2;0.06;1;0;0;1;0;0
139;Lucas Digne;fr FRA;DF;Aston Villa;29;1993;16.7;1;8;3;37.5;0.48;0.18;0.13;0.33;20.5;4;0;0;0.4;0.4;0.05;0.6;0.6;29;1.74;24;4;0;0;1;0;0;0;0;0;0;0;0;0
140;Issa Diop;fr FRA;DF;Fulham;25;1997;22.4;1;3;2;66.7;0.13;0.09;0.33;0.5;12.3;0;0;0;0.3;0.3;0.09;0.7;0.7;9;0.4;9;0;0;0;0;0;0;0;0;0;0;0;0;0
141;Moussa Djenepo;ml MLI;DF,FW;Southampton;24;1998;7.9;0;3;2;66.7;0.38;0.25;0;0;13.8;0;0;0;0.2;0.2;0.06;-0.2;-0.2;17;2.15;12;0;2;1;2;0;4;0.51;2;0;2;0;0;0
142;Matt Doherty;ie IRL;DF,MF;Tottenham;30;1992;7.4;1;10;2;20;1.35;0.27;0.1;0.5;12.1;0;0;0;0.8;0.8;0.08;0.2;0.2;18;2.43;13;0;2;2;1;0;3;0.41;2;0;0;1;0;0
143;Abdoulaye Doucouré;ml MLI;MF;Everton;29;1993;17;5;20;8;40;1.17;0.47;0.25;0.63;13.2;0;0;0;2.4;2.4;0.12;2.6;2.6;45;2.65;38;0;3;2;0;2;3;0.18;3;0;0;0;0;0
144;Cheick Doucouré;ml MLI;MF;Crystal Palace;22;2000;30.8;0;36;7;19.4;1.17;0.23;0;0;24.6;0;0;0;1.4;1.4;0.04;-1.4;-1.4;61;1.98;48;0;2;5;2;4;6;0.2;4;0;0;1;0;1
145;Flynn Downes;eng ENG;MF;West Ham;23;1999;8.5;0;4;1;25;0.47;0.12;0;0;14.6;0;0;0;0.4;0.4;0.11;-0.4;-0.4;13;1.54;8;0;0;3;2;0;0;0;0;0;0;0;0;0
146;Kami Doyle;eng ENG;MF;Southampton;16;2005;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;Cody Drameh;eng ENG;DF;Leeds United;20;2001;0.8;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;1.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
148;Martin Dúbravka;sk SVK;GK;Newcastle Utd;33;1989;1.7;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Shane Duffy;ie IRL;DF,FW;Fulham;30;1992;0.2;0;1;0;0;4.5;0;0;;6.1;0;0;0;0.2;0.2;0.16;-0.2;-0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;Lewis Dunk;eng ENG;DF;Brighton;30;1991;36;1;22;3;13.6;0.61;0.08;0.05;0.33;11.7;1;0;0;1.7;1.7;0.08;-0.7;-0.7;32;0.89;31;0;0;1;0;0;2;0.06;2;0;0;0;0;0
151;Jáder Durán;co COL;FW,MF;Aston Villa;18;2003;1.5;0;7;2;28.6;4.63;1.32;0;0;19.8;0;0;0;0.6;0.6;0.08;-0.6;-0.6;5;3.31;3;0;0;1;0;1;0;0;0;0;0;0;0;0
152;Malcolm Ebiowei;eng ENG;MF,FW;Crystal Palace;18;2003;0.4;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;2.65;1;0;0;0;0;0;0;0;0;0;0;0;0;0
153;Ederson;br BRA;GK;Manchester City;28;1993;35;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.06;2;0;0;0;0;0;1;0.03;1;0;0;0;0;0
154;Odsonne Édouard;fr FRA;FW;Crystal Palace;24;1998;20;5;39;15;38.5;1.95;0.75;0.13;0.33;12.5;0;0;0;4.2;4.2;0.11;0.8;0.8;44;2.2;32;0;1;9;2;0;4;0.2;4;0;0;0;0;0
155;Samuel Edozie;eng ENG;FW,MF;Southampton;19;2003;6.3;0;8;3;37.5;1.27;0.48;0;0;16.5;0;0;0;0.9;0.9;0.11;-0.9;-0.9;20;3.18;13;0;3;0;4;0;0;0;0;0;0;0;0;0
156;Anthony Elanga;se SWE;FW;Manchester Utd;20;2002;4.7;0;10;4;40;2.11;0.85;0;0;13.8;0;0;0;0.7;0.7;0.07;-0.7;-0.7;17;3.59;13;0;0;3;1;0;1;0.21;1;0;0;0;0;0
157;Harvey Elliott;eng ENG;MF,FW;Liverpool;19;2003;17.9;1;36;12;33.3;2.01;0.67;0.03;0.08;19.3;0;0;0;2.1;2.1;0.06;-1.1;-1.1;75;4.19;62;1;5;5;1;1;10;0.56;10;0;0;0;0;0
158;Mohamed Elneny;eg EGY;MF;Arsenal;30;1992;1.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Mohamed Elyounoussi;no NOR;MF,FW;Southampton;27;1994;24.1;1;36;10;27.8;1.49;0.42;0.03;0.1;15.8;0;0;0;3.5;3.5;0.1;-2.5;-2.5;41;1.7;34;0;1;2;3;1;4;0.17;4;0;0;0;0;0
160;Emerson;br BRA;DF;Tottenham;23;1999;19.3;2;17;6;35.3;0.88;0.31;0.12;0.33;16.6;0;0;0;1.7;1.7;0.1;0.3;0.3;36;1.87;32;0;0;1;2;1;2;0.1;2;0;0;0;0;0
161;Julio Enciso;py PAR;FW,MF;Brighton;18;2004;9;4;38;18;47.4;4.24;2.01;0.11;0.22;19.6;0;0;0;4;4;0.11;0;0;45;5.02;28;0;9;6;2;0;7;0.78;3;0;2;1;1;0
162;Christian Eriksen;dk DEN;MF;Manchester Utd;30;1992;22.8;1;39;11;28.2;1.71;0.48;0.03;0.09;19.3;4;0;0;5;5;0.13;-4;-4;71;3.12;50;17;1;3;0;0;9;0.4;6;3;0;0;0;0
163;Pervis Estupi?án;ec ECU;DF;Brighton;24;1998;29.7;1;29;4;13.8;0.98;0.13;0.03;0.25;19.3;0;0;0;1.7;1.7;0.06;-0.7;-0.7;87;2.93;78;4;3;0;2;0;8;0.27;7;0;0;0;1;0
164;Jonny Evans;nir NIR;DF;Leicester City;34;1988;11.7;0;1;1;100;0.09;0.09;0;0;3.8;0;0;0;0.2;0.2;0.17;-0.2;-0.2;4;0.34;4;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Eberechi Eze;eng ENG;MF,FW;Crystal Palace;24;1998;29.3;10;70;25;35.7;2.39;0.85;0.13;0.36;21.9;14;1;1;7.3;6.5;0.09;2.7;2.5;118;4.03;69;21;11;4;11;2;16;0.55;9;1;5;0;1;0
166;£ukasz Fabiañski;pl POL;GK;West Ham;37;1985;34.6;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.06;0;2;0;0;0;0;0;0;0;0;0;0;0;0
167;Fabinho;br BRA;MF;Liverpool;28;1993;29.7;0;18;4;22.2;0.61;0.13;0;0;22;0;0;0;0.7;0.7;0.04;-0.7;-0.7;55;1.85;49;0;0;1;2;3;8;0.27;7;0;0;0;1;0
168;Wout Faes;be BEL;DF;Leicester City;24;1998;31;1;13;3;23.1;0.42;0.1;0.08;0.33;11.8;0;0;0;1.2;1.2;0.09;-0.2;-0.2;22;0.71;16;0;1;3;0;2;4;0.13;3;0;0;0;0;1
169;Felipe;br BRA;DF;Nott'ham Forest;33;1989;15.8;0;13;1;7.7;0.83;0.06;0;0;9;0;0;0;1.2;1.2;0.09;-1.2;-1.2;15;0.95;10;0;0;4;1;0;1;0.06;1;0;0;0;0;0
170;Jo?o Félix;pt POR;FW,MF;Chelsea;22;1999;10.5;4;46;16;34.8;4.4;1.53;0.09;0.25;18;3;0;0;4.9;4.9;0.11;-0.9;-0.9;31;2.96;13;2;6;4;6;0;1;0.1;1;0;0;0;0;0
171;Evan Ferguson;ie IRL;FW;Brighton;17;2004;10.6;6;36;17;47.2;3.41;1.61;0.17;0.35;15.2;0;0;0;5.3;5.3;0.15;0.7;0.7;22;2.08;15;0;1;6;0;0;2;0.19;2;0;0;0;0;0
172;Bruno Fernandes;pt POR;MF,FW;Manchester Utd;27;1994;36.8;8;90;32;35.6;2.44;0.87;0.07;0.19;20.8;6;2;2;9.3;7.7;0.09;-1.3;-1.7;219;5.94;164;26;8;12;9;0;18;0.49;16;0;0;1;1;0
173;Enzo Fernández;ar ARG;MF;Chelsea;21;2001;17.2;0;20;3;15;1.16;0.17;0;0;25.7;2;0;0;0.8;0.8;0.04;-0.8;-0.8;59;3.43;49;6;0;2;2;0;6;0.35;6;0;0;0;0;0
174;Roberto Firmino;br BRA;FW,MF;Liverpool;30;1991;13.5;11;39;25;64.1;2.89;1.85;0.28;0.44;12.3;0;0;0;5.5;5.5;0.14;5.5;5.5;46;3.41;36;0;4;6;0;0;7;0.52;4;0;1;2;0;0
175;Junior Firpo;do DOM;DF;Leeds United;25;1996;15.2;1;2;1;50;0.13;0.07;0.5;1;12.2;0;0;0;0.1;0.1;0.06;0.9;0.9;21;1.38;15;2;0;0;3;1;2;0.13;2;0;0;0;0;0
176;Phil Foden;eng ENG;FW;Manchester City;22;2000;20.5;11;46;22;47.8;2.25;1.07;0.24;0.5;15.3;1;0;0;5.9;5.9;0.13;5.1;5.1;99;4.83;76;9;6;5;3;0;14;0.68;10;0;3;0;1;0
177;Wesley Fofana;fr FRA;DF;Leicester City;21;2000;2;0;2;1;50;1;0.5;0;0;10.1;0;0;0;0.1;0.1;0.06;-0.1;-0.1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
178;Wesley Fofana;fr FRA;DF;Chelsea;21;2000;13.1;1;6;2;33.3;0.46;0.15;0.17;0.5;11.4;0;0;0;0.7;0.7;0.12;0.3;0.3;13;0.99;13;0;0;0;0;0;2;0.15;2;0;0;0;0;0
179;Pablo Fornals;es ESP;FW,MF;West Ham;26;1996;16.7;3;27;7;25.9;1.62;0.42;0.11;0.43;22.6;0;0;0;2.2;2.2;0.08;0.8;0.8;57;3.41;48;4;1;3;0;1;3;0.18;2;0;1;0;0;0
180;Adam Forshaw;eng ENG;MF;Leeds United;30;1991;5.3;0;1;0;0;0.19;0;0;;26.4;0;0;0;0;0;0.03;0;0;16;3;10;6;0;0;0;0;0;0;0;0;0;0;0;0
181;Fraser Forster;eng ENG;GK;Tottenham;34;1988;13.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;Tyrese Francois;au AUS;FW;Fulham;22;2000;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;Ryan Fraser;sct SCO;FW;Newcastle Utd;28;1994;3.5;0;6;1;16.7;1.73;0.29;0;0;16.6;0;0;0;0.3;0.3;0.05;-0.3;-0.3;8;2.3;6;1;0;1;0;0;0;0;0;0;0;0;0;0
184;Fred;br BRA;MF;Manchester Utd;29;1993;13.9;2;26;5;19.2;1.87;0.36;0.08;0.4;19.5;0;0;0;2;2;0.08;0;0;59;4.25;49;0;1;4;3;2;4;0.29;3;0;0;1;0;0
185;Ryan Fredericks;eng ENG;DF;Bournemouth;29;1992;5.9;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.84;4;0;1;0;0;0;1;0.17;1;0;0;0;0;0
186;Remo Freuler;ch SUI;MF;Nott'ham Forest;30;1992;24;0;8;1;12.5;0.33;0.04;0;0;20;0;0;0;0.4;0.4;0.05;-0.4;-0.4;29;1.21;27;1;0;1;0;0;0;0;0;0;0;0;0;0
187;Cody Gakpo;nl NED;FW,MF;Liverpool;23;1999;16.2;7;39;12;30.8;2.41;0.74;0.18;0.58;14.8;0;0;0;6.2;6.2;0.16;0.8;0.8;49;3.02;37;0;3;4;3;2;6;0.37;5;0;0;0;1;0
188;Conor Gallagher;eng ENG;MF;Chelsea;22;2000;18;3;28;11;39.3;1.55;0.61;0.11;0.27;17.9;0;0;0;2.5;2.5;0.09;0.5;0.5;47;2.61;34;4;4;2;2;1;3;0.17;2;0;1;0;0;0
189;Idrissa Gana Gueye;sn SEN;MF;Everton;32;1989;28.6;0;15;6;40;0.52;0.21;0;0;25.1;1;0;0;0.7;0.7;0.05;-0.7;-0.7;51;1.78;36;0;1;2;7;5;3;0.1;2;0;0;0;0;1
190;Ben Gannon-Doak;sct SCO;FW;Liverpool;16;2005;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
191;Alejandro Garnacho;ar ARG;FW,MF;Manchester Utd;18;2004;6.3;3;24;9;37.5;3.8;1.42;0.13;0.33;16.3;0;0;0;3;3;0.13;0;0;22;3.48;17;0;3;1;1;0;6;0.95;5;0;1;0;0;0
192;James Garner;eng ENG;MF,DF;Everton;21;2001;8.9;0;9;3;33.3;1.01;0.34;0;0;22.3;1;0;0;0.8;0.8;0.08;-0.8;-0.8;19;2.13;13;3;1;1;1;0;2;0.22;2;0;0;0;0;0
193;David de Gea;es ESP;GK;Manchester Utd;31;1990;38;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.13;3;2;0;0;0;0;0;0;0;0;0;0;0;0
194;Joe Gelhardt;eng ENG;FW;Leeds United;20;2002;2.4;0;10;2;20;4.25;0.85;0;0;23.5;1;0;0;0.8;0.8;0.08;-0.8;-0.8;4;1.7;4;0;0;0;0;0;2;0.85;2;0;0;0;0;0
195;Saman Ghoddos;ir IRN;MF,FW;Brentford;28;1993;1.5;0;1;1;100;0.65;0.65;0;0;19.2;0;0;0;0;0;0.05;0;0;4;2.57;1;2;0;1;0;0;0;0;0;0;0;0;0;0
196;Morgan Gibbs-White;eng ENG;FW,MF;Wolves;22;2000;2;0;3;1;33.3;1.5;0.5;0;0;11.5;0;0;0;0.7;0.7;0.24;-0.7;-0.7;4;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
197;Morgan Gibbs-White;eng ENG;MF,FW;Nott'ham Forest;22;2000;33;5;57;19;33.3;1.73;0.58;0.05;0.16;20;3;2;2;6;4.4;0.08;-1;-1.4;119;3.6;72;27;9;6;2;3;12;0.36;6;3;1;2;0;0
198;Bryan Gil;es ESP;MF,FW;Tottenham;21;2001;1.6;0;2;1;50;1.22;0.61;0;0;19.4;0;0;0;0.1;0.1;0.05;-0.1;-0.1;5;3.04;4;0;1;0;0;0;3;1.82;3;0;0;0;0;0
199;Billy Gilmour;sct SCO;MF;Brighton;21;2001;5.6;0;6;1;16.7;1.07;0.18;0;0;20.1;0;0;0;0.5;0.5;0.09;-0.5;-0.5;14;2.48;12;0;0;0;1;1;3;0.53;3;0;0;0;0;0
200;Wilfried Gnonto;it ITA;FW,MF;Leeds United;18;2003;15;2;22;8;36.4;1.46;0.53;0.09;0.25;17.4;0;0;0;1.8;1.8;0.08;0.2;0.2;50;3.32;30;3;4;4;8;1;7;0.47;6;1;0;0;0;0
201;Ben Godfrey;eng ENG;DF;Everton;24;1998;8.9;0;6;0;0;0.67;0;0;;13.1;0;0;0;1.2;1.2;0.21;-1.2;-1.2;4;0.45;4;0;0;0;0;0;2;0.22;2;0;0;0;0;0
202;Jo?o Gomes;br BRA;MF;Wolves;21;2001;7.3;1;4;2;50;0.55;0.28;0.25;0.5;20.7;0;0;0;0.3;0.3;0.08;0.7;0.7;14;1.93;9;0;1;2;2;0;2;0.28;1;0;0;1;0;0
203;Toti Gomes;pt POR;DF;Wolves;23;1999;10.9;1;5;2;40;0.46;0.18;0.2;0.5;9.9;0;0;0;0.4;0.4;0.08;0.6;0.6;9;0.82;9;0;0;0;0;0;1;0.09;1;0;0;0;0;0
204;Joe Gomez;eng ENG;DF;Liverpool;25;1997;16.3;0;6;2;33.3;0.37;0.12;0;0;24.5;0;0;0;0.2;0.2;0.03;-0.2;-0.2;18;1.11;15;1;0;1;0;1;1;0.06;1;0;0;0;0;0
205;Sergio Gómez;es ESP;DF,MF;Manchester City;21;2000;3.9;0;7;0;0;1.81;0;0;;22.1;0;0;0;0.4;0.4;0.05;-0.4;-0.4;7;1.81;6;1;0;0;0;0;1;0.26;1;0;0;0;0;0
206;Anthony Gordon;eng ENG;FW,MF;Newcastle Utd;21;2001;5.4;1;8;2;25;1.48;0.37;0.13;0.5;14;0;0;0;1.7;1.7;0.21;-0.7;-0.7;16;2.96;10;1;1;1;2;1;1;0.18;1;0;0;0;0;0
207;Anthony Gordon;eng ENG;FW;Everton;21;2001;12.2;3;26;16;61.5;2.14;1.32;0.12;0.19;16.6;1;0;0;3.3;3.3;0.13;-0.3;-0.3;23;1.89;13;0;1;6;1;2;0;0;0;0;0;0;0;0
208;Demarai Gray;jm JAM;FW,MF;Everton;26;1996;27.9;4;57;22;38.6;2.05;0.79;0.04;0.09;19.5;8;2;2;6.2;4.7;0.08;-2.2;-2.7;96;3.44;41;25;6;11;10;3;5;0.18;3;2;0;0;0;0
209;Jack Grealish;eng ENG;FW;Manchester City;26;1995;22.8;5;41;15;36.6;1.8;0.66;0.12;0.33;15.4;0;0;0;4.6;4.6;0.11;0.4;0.4;104;4.55;71;7;6;6;13;1;20;0.88;14;1;0;1;3;1
210;Sam Greenwood;eng ENG;MF,FW;Leeds United;20;2002;4.7;1;12;2;16.7;2.55;0.42;0.08;0.5;24.2;5;0;0;0.7;0.7;0.06;0.3;0.3;24;5.11;5;18;0;1;0;0;3;0.64;0;2;0;1;0;0
211;Pascal Groß;de GER;MF,DF;Brighton;31;1991;36;9;39;19;48.7;1.08;0.53;0.23;0.47;17.4;1;0;0;5.4;5.4;0.14;3.6;3.6;138;3.83;90;40;1;5;1;1;12;0.33;10;2;0;0;0;0
212;Vicente Guaita;es ESP;GK;Crystal Palace;35;1987;27;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.04;1;0;0;0;0;0;0;0;0;0;0;0;0;0
213;Gonçalo Guedes;pt POR;FW,MF;Wolves;25;1996;7.9;1;19;6;31.6;2.42;0.76;0.05;0.17;18.4;1;0;0;1.2;1.2;0.06;-0.2;-0.2;27;3.44;15;3;1;2;5;1;1;0.13;1;0;0;0;0;0
214;Marc Guéhi;eng ENG;DF;Crystal Palace;22;2000;37;1;14;6;42.9;0.38;0.16;0.07;0.17;8.3;0;0;0;1.5;1.5;0.1;-0.5;-0.5;29;0.78;23;1;0;3;1;1;1;0.03;1;0;0;0;0;0
215;Bruno Guimar?es;br BRA;MF;Newcastle Utd;24;1997;30.3;4;28;8;28.6;0.92;0.26;0.14;0.5;19.7;0;0;0;2.8;2.8;0.1;1.2;1.2;110;3.63;92;1;3;1;11;2;12;0.4;11;0;0;0;0;1
216;?lkay Gündo?an;de GER;MF;Manchester City;31;1990;26.1;8;53;20;37.7;2.03;0.76;0.15;0.4;18.1;5;0;1;7.5;6.7;0.13;0.5;1.3;90;3.44;71;7;2;4;4;2;17;0.65;13;1;0;1;2;0
217;Darko Gyabi;eng ENG;FW;Leeds United;18;2004;0.1;0;1;0;0;11.25;0;0;;17.8;0;0;0;0.1;0.1;0.06;-0.1;-0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;Erling Haaland;no NOR;FW;Manchester City;22;2000;30.8;36;116;53;45.7;3.77;1.72;0.25;0.55;12.6;0;7;7;28.4;23;0.2;7.6;6;72;2.34;48;0;5;10;8;1;17;0.55;14;0;0;1;2;0
219;Lewis Hall;eng ENG;DF;Chelsea;17;2004;7.3;0;11;5;45.5;1.51;0.69;0;0;15;0;0;0;0.9;0.9;0.08;-0.9;-0.9;25;3.44;13;6;2;2;2;0;0;0;0;0;0;0;0;0
220;Luke Harris;wls WAL;MF,FW;Fulham;17;2005;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;Jack Harrison;eng ENG;FW,MF;Leeds United;25;1996;30.1;5;39;14;35.9;1.3;0.47;0.13;0.36;17.8;3;0;0;4.7;4.7;0.12;0.3;0.3;114;3.79;68;27;7;5;5;2;9;0.3;6;1;1;1;0;0
222;Kai Havertz;de GER;FW,MF;Chelsea;23;1999;28.5;7;70;31;44.3;2.45;1.09;0.09;0.19;12.7;1;1;1;11.6;10.8;0.15;-4.6;-4.8;63;2.21;54;2;1;5;1;0;4;0.14;3;0;0;1;0;0
223;Jan Paul van Hecke;nl NED;DF;Brighton;22;2000;3.3;0;2;0;0;0.61;0;0;;16.3;0;0;0;0.6;0.6;0.3;-0.6;-0.6;2;0.61;2;0;0;0;0;0;0;0;0;0;0;0;0;0
224;Hwang Hee-chan;kr KOR;FW,MF;Wolves;26;1996;12.6;3;18;7;38.9;1.43;0.56;0.17;0.43;15;0;0;0;2.9;2.9;0.16;0.1;0.1;30;2.39;25;0;2;1;2;0;2;0.16;2;0;0;0;0;0
225;Dean Henderson;eng ENG;GK;Nott'ham Forest;25;1997;18;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;3;0.17;3;0;0;0;0;0;0;0;0;0;0;0;0;0
226;Jordan Henderson;eng ENG;MF;Liverpool;32;1990;23;0;23;5;21.7;1;0.22;0;0;22.8;0;0;0;1.4;1.4;0.06;-1.4;-1.4;72;3.13;65;1;0;3;1;2;7;0.3;5;0;0;1;1;0
227;Wayne Hennessey;wls WAL;GK;Nott'ham Forest;35;1987;3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;Rico Henry;jm JAM;DF;Brentford;25;1997;36;0;22;4;18.2;0.61;0.11;0;0;20;0;0;0;1.5;1.5;0.07;-1.5;-1.5;51;1.42;43;1;1;2;2;2;5;0.14;4;0;0;0;1;0
229;Son Heung-min;kr KOR;MF,FW;Tottenham;30;1992;32.1;10;81;38;46.9;2.52;1.18;0.12;0.26;18.3;5;0;0;10.1;10.1;0.12;-0.1;-0.1;122;3.8;74;27;7;10;4;0;13;0.4;8;3;2;0;0;0
